"","Sp","Pot_Area","Hab_Area","BAU_Area","Hab_perc","BAU_perc","Ext_015","Ext_025","Ext_035"
"365","Trimezia exillima",939801.15354683,678084.376609738,904112.502146317,0.721518987341772,0.962025316455696,0.0057903477679524,0.00963194086876573,0.0134586901813307
"366","Trimezia fistulosa",1201517.93048392,868423.850745805,1165829.27908341,0.722772277227723,0.97029702970297,0.00451274256504819,0.00750991812390966,0.0104980698994293
"367","Trimezia fistulosa_var._longifolia",1498923.35882153,1023074.67348136,1463234.70742101,0.682539682539683,0.976190476190476,0.00360810781604626,0.0060062776559634,0.0083986754511397
"368","Triraphis devia",3545072.70578424,2712337.50643895,3283355.92884715,0.765100671140939,0.926174496644295,0.0114379763484224,0.0189905193546527,0.0264853614736386
"369","Uebelmannia buiningii",214131.908403075,95169.7370680334,142754.60560205,0.444444444444444,0.666666666666667,0.0590071768097505,0.0963979963901551,0.132303073088744
"370","Uebelmannia gummifera",226028.125536579,107065.954201538,154650.822735554,0.473684210526316,0.684210526315789,0.0553336128187015,0.0905110270770123,0.12437850748916
"371","Vellozia alata",1546508.22735554,1046867.10774837,1510819.57595503,0.676923076923077,0.976923076923077,0.00349597938370405,0.00581983973679401,0.00813828081727808
"372","Vellozia armata",107065.954201538,71377.3028010251,107065.954201538,0.666666666666667,1,0,0,0
"373","Vellozia barbata",142754.60560205,95169.7370680334,142754.60560205,0.666666666666667,1,0,0,0
"374","Vellozia gigantea",285509.2112041,178443.257002563,285509.2112041,0.625,1,0,0,0
"375","Vellozia glabra",2010460.69556221,1225310.36475093,1939083.39276118,0.609467455621302,0.964497041420118,0.00540760310704091,0.00899641641555704,0.0125722801167729
"376","Vellozia hatschbachii",939801.15354683,678084.376609738,916008.719279821,0.721518987341772,0.974683544303797,0.00383897680678713,0.00639010354608405,0.00893469695644278
"377","Vellozia lilacina",1498923.35882153,1023074.67348136,1463234.70742101,0.682539682539683,0.976190476190476,0.00360810781604626,0.0060062776559634,0.0083986754511397
"378","Vellozia metzgerae",1736847.70149161,1177725.49621691,1677366.61582409,0.678082191780822,0.965753424657534,0.00521337265499311,0.00867384607731081,0.0121222818666554
"379","Vellozia nuda",202235.691269571,154650.822735554,190339.474136067,0.764705882352941,0.941176470588235,0.0090524706935956,0.0150418789890954,0.0209950865669291
"380","Vellozia patens",1713055.2672246,1153933.06194991,1629781.74729007,0.673611111111111,0.951388888888889,0.00744698880341843,0.0123808126475897,0.017290111234721
"381","Vellozia sessilis",1249102.79901794,1118244.41054939,1225310.36475093,0.895238095238095,0.980952380952381,0.00288054752773492,0.00479630131714992,0.00670837439150862
"382","Vellozia streptophylla",95169.7370680334,95169.7370680334,95169.7370680334,1,1,0,0,0
"383","Vochysia pygmaea",2046149.34696272,1368064.97035298,1903394.74136067,0.668604651162791,0.930232558139535,0.0107894708022889,0.0179176998128802,0.0249945629642052
"384","Vriesea diamantinensis",237924.342670083,202235.691269571,237924.342670083,0.85,1,0,0,0
"385","Vriesea saxicola",463952.468206663,118962.171335042,321197.862604613,0.256410256410256,0.692307692307692,0.053665063426669,0.087832090929612,0.120765532179664
"386","Wedelia macedoi",249820.559803588,47584.8685340167,190339.474136067,0.19047619047619,0.761904761904762,0.0399693398006017,0.0657240445435998,0.090787828835931
"387","Wunderlichia senae",927904.936413326,713773.02801025,904112.502146317,0.769230769230769,0.974358974358974,0.00388874214314983,0.00647283198412274,0.00905021823626118
"388","Xyris aurea",1713055.2672246,1153933.06194991,1653574.18155708,0.673611111111111,0.965277777777778,0.00528687996274402,0.00879592907785487,0.0122925993216668
"389","Xyris blepharophylla",1736847.70149161,1165829.27908341,1677366.61582409,0.671232876712329,0.965753424657534,0.00521337265499311,0.00867384607731081,0.0121222818666554
"390","Xyris cipoensis",1522715.79308853,1034970.89061486,1487027.14168802,0.6796875,0.9765625,0.00355115866124267,0.00591158904118672,0.00826642793329158
"391","Xyris coutensis",166547.039869058,118962.171335042,166547.039869058,0.714285714285714,1,0,0,0
"392","Xyris dardanoi",1498923.35882153,1023074.67348136,1463234.70742101,0.682539682539683,0.976190476190476,0.00360810781604626,0.0060062776559634,0.0083986754511397
"393","Xyris nigricans",154650.822735554,118962.171335042,142754.60560205,0.769230769230769,0.923076923076923,0.0119346168544164,0.0198117921386103,0.0276261680458436
"394","Xyris obtusiuscula",1510819.57595503,1034970.89061486,1475130.92455452,0.68503937007874,0.976377952755906,0.00357940672399459,0.00595855717658522,0.00833202693879831
"395","Xyris platystachya",844631.416478796,630499.508075721,808942.765078284,0.746478873239437,0.957746478873239,0.00645490280888361,0.0107350070604002,0.0149966730020146
"396","Xyris tortilis",1487027.14168802,1011178.45634785,1451338.49028751,0.68,0.976,0.00363727292423399,0.00605476870288391,0.00846639886083078
"397","Xyris uninervis",214131.908403075,0,107065.954201538,0,0.5,0.0987495373891698,0.159103584746285,0.215415902103249
